station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
NYC,2018-06-01 00:14,66.00,64.00,93.26,0.00,0.00,0.00,29.96,M,2.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010014Z AUTO 00000KT 2SM BR OVC003 19/18 A2996 RMK AO2 T01890178 $,M
NYC,2018-06-01 00:51,65.00,64.00,96.90,0.00,0.00,0.00,29.96,1013.70,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,64.90,KNYC 010051Z AUTO 00000KT 2SM BR OVC002 18/18 A2996 RMK AO2 SLP137 T01830178 $,M
NYC,2018-06-01 01:51,65.00,64.00,96.90,0.00,0.00,0.00,29.96,1013.80,2.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,64.90,KNYC 010151Z AUTO 00000KT 2SM BR OVC003 18/18 A2996 RMK AO2 SLP138 T01830178 $,M
NYC,2018-06-01 02:48,64.40,64.40,100.00,150.00,4.00,0.00,29.95,M,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,64.40,KNYC 010248Z AUTO 15004KT 3SM BR OVC003 18/18 A2995 RMK AO2 $,M
NYC,2018-06-01 02:51,65.00,64.00,96.90,0.00,0.00,0.00,29.95,1013.30,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,64.90,KNYC 010251Z AUTO 00000KT 3SM BR OVC003 18/18 A2995 RMK AO2 SLP133 T01830178 58005 $,M
NYC,2018-06-01 03:51,66.00,64.00,93.26,0.00,0.00,0.00,29.94,1012.80,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010351Z AUTO 00000KT 3SM BR OVC003 19/18 A2994 RMK AO2 SLP128 T01890178 $,M
NYC,2018-06-01 04:51,65.00,64.00,96.90,0.00,0.00,0.00,29.92,1012.20,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,64.90,KNYC 010451Z AUTO 00000KT 3SM BR OVC002 18/18 A2992 RMK AO2 SLP122 T01830178 402000172 $,M
NYC,2018-06-01 05:51,66.00,64.00,93.26,M,3.00,0.00,29.90,1011.70,3.00,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010551Z VRB03KT 3SM BR OVC004 19/18 A2990 RMK AO2 SLP117 T01890178 10189 20183 58016 $,M
NYC,2018-06-01 06:12,66.00,65.00,96.24,0.00,0.00,0.00,29.90,M,2.50,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010612Z 00000KT 2 1/2SM BR OVC003 19/18 A2990 RMK AO2 T01890183 $,M
NYC,2018-06-01 06:42,66.00,65.00,96.24,80.00,3.00,0.00,29.89,M,1.25,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010642Z 08003KT 1 1/4SM BR OVC002 19/18 A2989 RMK AO2 T01890183 $,M
NYC,2018-06-01 06:51,66.00,65.00,96.24,0.00,0.00,0.00,29.88,1011.00,0.75,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010651Z 00000KT 3/4SM BR OVC002 19/18 A2988 RMK AO2 SLP110 T01890183 $,M
NYC,2018-06-01 07:08,66.00,65.00,96.24,M,3.00,0.00,29.88,M,1.00,M,VV ,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010708Z VRB03KT 1SM BR VV002 19/18 A2988 RMK AO2 T01890183 $,M
NYC,2018-06-01 07:38,66.00,65.00,96.24,0.00,0.00,0.00,29.86,M,0.75,M,VV ,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010738Z 00000KT 3/4SM BR VV002 19/18 A2986 RMK AO2 T01890183 $,M
NYC,2018-06-01 07:51,66.00,65.00,96.24,0.00,0.00,0.00,29.86,1010.30,1.00,M,VV ,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010751Z 00000KT 1SM BR VV002 19/18 A2986 RMK AO2 SLP103 T01890183 $,M
NYC,2018-06-01 08:47,66.20,64.40,93.92,0.00,0.00,0.00,29.86,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.20,KNYC 010847Z 00000KT 2 1/2SM BR OVC002 19/18 A2986 RMK AO2 $,M
NYC,2018-06-01 08:51,66.00,65.00,96.24,0.00,0.00,0.00,29.86,1010.10,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 010851Z 00000KT 2 1/2SM BR OVC002 19/18 A2986 RMK AO2 SLP101 T01890183 56009 $,M
NYC,2018-06-01 09:39,66.00,65.00,96.24,0.00,0.00,T,29.86,M,1.75,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,66.00,KNYC 010939Z 00000KT 1 3/4SM -RA BR OVC002 19/18 A2986 RMK AO2 RAB26 P0000 T01890183 $,M
NYC,2018-06-01 09:51,66.00,65.00,96.24,0.00,0.00,0.01,29.86,1010.30,1.50,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,66.00,KNYC 010951Z 00000KT 1 1/2SM -RA BR OVC002 19/18 A2986 RMK AO2 RAB26 SLP103 P0001 T01890183 $,M
NYC,2018-06-01 10:03,66.00,65.00,96.24,0.00,0.00,T,29.86,M,2.50,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,66.00,KNYC 011003Z 00000KT 2 1/2SM -RA BR OVC002 19/18 A2986 RMK AO2 P0000 T01890183 $,M
NYC,2018-06-01 10:40,66.00,65.00,96.24,0.00,0.00,T,29.86,M,1.75,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 011040Z 00000KT 1 3/4SM BR OVC003 19/18 A2986 RMK AO2 RAE21 P0000 T01890183 $,M
NYC,2018-06-01 10:47,66.20,64.40,93.92,0.00,0.00,T,29.86,M,2.50,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.20,KNYC 011047Z 00000KT 2 1/2SM BR OVC003 19/18 A2986 RMK AO2 RAE21 P0000 $,M
NYC,2018-06-01 10:51,66.00,65.00,96.24,0.00,0.00,T,29.86,1010.30,2.50,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 011051Z 00000KT 2 1/2SM BR OVC003 19/18 A2986 RMK AO2 RAE21 SLP103 P0000 T01890183 $,M
NYC,2018-06-01 11:13,67.00,66.00,96.93,M,3.00,0.00,29.87,M,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.90,KNYC 011113Z VRB03KT 3SM BR OVC003 19/19 A2987 RMK AO2 T01940189 $,M
NYC,2018-06-01 11:23,66.00,65.00,96.24,110.00,3.00,0.00,29.87,M,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,66.00,KNYC 011123Z 11003KT 2 1/2SM BR OVC004 19/18 A2987 RMK AO2 T01890183 $,M
NYC,2018-06-01 11:47,66.20,64.40,93.92,0.00,0.00,T,29.86,M,1.50,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,66.20,KNYC 011147Z 00000KT 1 1/2SM -RA BR OVC003 19/18 A2986 RMK AO2 RAB45 P0000 $,M
NYC,2018-06-01 11:51,67.00,65.00,93.29,0.00,0.00,T,29.86,1010.20,1.75,M,OVC,M,M,M,300.00,M,M,M,-RA BR,M,M,M,M,M,M,66.90,KNYC 011151Z 00000KT 1 3/4SM -RA BR OVC003 19/18 A2986 RMK AO2 RAB45 SLP102 P0000 60001 70011 T01940183 10194 20189 58001 $,M
NYC,2018-06-01 12:34,67.00,66.00,96.93,0.00,0.00,0.02,29.86,M,2.00,M,OVC,M,M,M,200.00,M,M,M,-RA BR,M,M,M,M,M,M,66.90,KNYC 011234Z 00000KT 2SM -RA BR OVC002 19/19 A2986 RMK AO2 P0002 T01940189 $,M
NYC,2018-06-01 12:51,67.00,66.00,96.93,0.00,0.00,0.02,29.86,1010.30,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,66.90,KNYC 011251Z 00000KT 3SM BR OVC003 19/19 A2986 RMK AO2 RAE50 SLP103 P0002 T01940189 $,M
NYC,2018-06-01 13:32,68.00,66.00,93.32,0.00,0.00,0.00,29.87,M,4.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,68.00,KNYC 011332Z 00000KT 4SM BR OVC006 20/19 A2987 RMK AO2 T02000189 $,M
NYC,2018-06-01 13:51,68.00,66.00,93.32,0.00,0.00,0.00,29.87,1010.50,3.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,68.00,KNYC 011351Z 00000KT 3SM BR OVC006 20/19 A2987 RMK AO2 CIG 005V009 SLP105 T02000189 $,M
NYC,2018-06-01 14:23,69.00,67.00,92.71,0.00,0.00,0.00,29.87,M,4.00,M,OVC,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,69.10,KNYC 011423Z AUTO 00000KT 4SM BR OVC010 21/19 A2987 RMK AO2 T02060194 $,M
NYC,2018-06-01 14:33,69.00,67.00,92.71,0.00,0.00,0.00,29.86,M,5.00,M,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,69.10,KNYC 011433Z AUTO 00000KT 5SM BR OVC009 21/19 A2986 RMK AO2 T02060194 $,M
NYC,2018-06-01 14:51,71.00,68.00,89.94,0.00,0.00,0.00,29.86,1010.20,5.00,M,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,72.14,KNYC 011451Z AUTO 00000KT 5SM BR OVC009 22/20 A2986 RMK AO2 SLP102 60002 T02170200 58001 $,M
NYC,2018-06-01 15:30,74.00,68.00,81.82,360.00,3.00,0.00,29.85,M,5.00,M,OVC,M,M,M,1000.00,M,M,M,HZ,M,M,M,M,M,M,73.90,KNYC 011530Z AUTO 36003KT 5SM HZ OVC010 23/20 A2985 RMK AO2 T02330200 $,M
NYC,2018-06-01 15:51,75.00,68.00,78.86,M,3.00,0.00,29.84,1009.60,5.00,M,OVC,M,M,M,1100.00,M,M,M,HZ,M,M,M,M,M,M,75.00,KNYC 011551Z AUTO VRB03KT 5SM HZ OVC011 24/20 A2984 RMK AO2 SLP096 T02390200 $,M
NYC,2018-06-01 16:08,76.00,68.00,76.53,30.00,3.00,0.00,29.84,M,5.00,M,SCT,M,M,M,1200.00,M,M,M,HZ,M,M,M,M,M,M,75.90,KNYC 011608Z AUTO 03003KT 5SM HZ SCT012 24/20 A2984 RMK AO2 T02440200 $,M
NYC,2018-06-01 16:51,79.00,68.00,69.07,M,3.00,0.00,29.83,1009.30,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,81.35,KNYC 011651Z AUTO VRB03KT 6SM HZ CLR 26/20 A2983 RMK AO2 SLP093 T02610200 $,M
NYC,2018-06-01 17:51,81.00,69.00,67.18,0.00,0.00,0.00,29.82,1008.70,7.00,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,84.16,KNYC 011751Z AUTO 00000KT 7SM BKN041 27/21 A2982 RMK AO2 SLP087 60002 T02720206 10272 20189 58014 $,M
NYC,2018-06-01 18:41,77.00,69.00,76.62,0.00,0.00,0.00,29.81,M,7.00,M,BKN,OVC,M,M,2700.00,4000.00,M,M,M,M,M,M,M,M,M,78.00,KNYC 011841Z AUTO 00000KT 7SM BKN027 OVC040 25/21 A2981 RMK AO2 T02500206 $,M
NYC,2018-06-01 18:51,79.00,69.00,71.72,0.00,0.00,0.00,2.98,908.50,7.00,M,BKN,OVC,M,M,2700.00,3200.00,M,M,M,M,M,M,M,M,M,81.55,KNYC 011851Z AUTO 00000KT 7SM BKN027 OVC032 26/21 A298 RMK AO2 SLP085 T02610206 $,M
NYC,2018-06-01 19:14,79.00,69.00,71.72,0.00,0.00,0.00,29.80,M,6.00,M,BKN,OVC,M,M,3300.00,4400.00,M,M,HZ,M,M,M,M,M,M,81.55,KNYC 011914Z AUTO 00000KT 6SM HZ BKN033 OVC044 26/21 A2980 RMK AO2 T02610206 $,M
NYC,2018-06-01 19:51,79.00,70.00,73.97,M,3.00,0.00,29.78,1007.40,6.00,M,FEW,M,M,M,3100.00,M,M,M,HZ,M,M,M,M,M,M,81.72,KNYC 011951Z AUTO VRB03KT 6SM HZ FEW031 26/21 A2978 RMK AO2 SLP074 T02610211 $,M
NYC,2018-06-01 20:51,80.00,69.00,69.18,M,3.00,0.00,29.77,1007.20,6.00,M,FEW,M,M,M,2800.00,M,M,M,HZ,M,M,M,M,M,M,83.01,KNYC 012051Z AUTO VRB03KT 6SM HZ FEW028 27/21 A2977 RMK AO2 SLP072 T02670206 56016 $,M
NYC,2018-06-01 21:51,80.00,70.00,71.35,M,3.00,0.00,29.77,1007.10,6.00,M,FEW,M,M,M,3000.00,M,M,M,HZ,M,M,M,M,M,M,83.28,KNYC 012151Z AUTO VRB03KT 6SM HZ FEW030 27/21 A2977 RMK AO2 SLP071 T02670211 $,M
NYC,2018-06-01 22:51,77.00,69.00,76.62,0.00,0.00,0.00,29.76,1007.00,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,78.00,KNYC 012251Z AUTO 00000KT 6SM HZ CLR 25/21 A2976 RMK AO2 SLP070 T02500206 $,M
NYC,2018-06-01 23:51,75.00,68.00,78.86,0.00,0.00,0.00,29.76,1007.00,5.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,75.00,KNYC 012351Z AUTO 00000KT 5SM HZ CLR 24/20 A2976 RMK AO2 SLP070 T02390200 10272 20239 55002 $,M
NYC,2018-06-02 00:51,73.00,69.00,87.59,0.00,0.00,0.00,29.77,1007.10,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.12,KNYC 020051Z AUTO 00000KT 8SM CLR 23/21 A2977 RMK AO2 SLP071 T02280206 $,M
NYC,2018-06-02 01:51,73.00,69.00,87.59,0.00,0.00,0.00,29.78,1007.40,7.00,M,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,74.12,KNYC 020151Z AUTO 00000KT 7SM BKN060 23/21 A2978 RMK AO2 SLP074 T02280206 $,M
NYC,2018-06-02 02:51,72.00,69.00,90.59,0.00,0.00,0.00,29.77,1007.10,6.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,73.16,KNYC 020251Z AUTO 00000KT 6SM BR CLR 22/21 A2977 RMK AO2 SLP071 T02220206 50001 $,M
NYC,2018-06-02 03:48,73.40,69.80,88.51,320.00,4.00,0.00,29.78,M,6.00,M,BKN,BKN,OVC,M,1700.00,2400.00,5500.00,M,HZ,M,M,M,M,M,M,74.60,KNYC 020348Z AUTO 32004KT 6SM HZ BKN017 BKN024 OVC055 23/21 A2978 RMK AO2 $,M
NYC,2018-06-02 03:51,74.00,69.00,84.97,0.00,0.00,0.00,29.78,1007.30,6.00,M,BKN,BKN,OVC,M,1700.00,2200.00,4100.00,M,HZ,M,M,M,M,M,M,74.98,KNYC 020351Z AUTO 00000KT 6SM HZ BKN017 BKN022 OVC041 23/21 A2978 RMK AO2 SLP073 T02330206 $,M
NYC,2018-06-02 04:02,72.00,70.00,93.43,280.00,4.00,0.02,29.77,M,1.75,M,SCT,BKN,OVC,M,1700.00,2800.00,8500.00,M,+RA BR,M,M,M,M,M,M,73.29,KNYC 020402Z AUTO 28004KT 1 3/4SM +RA BR SCT017 BKN028 OVC085 22/21 A2977 RMK AO2 VIS 3/4V5 RAB0356 P0002 T02220211 $,M
NYC,2018-06-02 04:12,72.00,70.00,93.43,0.00,0.00,0.21,29.78,M,0.75,M,SCT,BKN,OVC,M,2300.00,4000.00,7500.00,M,+RA BR,M,M,M,M,M,M,73.29,KNYC 020412Z AUTO 00000KT 3/4SM +RA BR SCT023 BKN040 OVC075 22/21 A2978 RMK AO2 RAB0356 P0021 T02220211 $,M
NYC,2018-06-02 04:21,72.00,70.00,93.43,0.00,0.00,0.23,29.76,M,1.00,M,SCT,SCT,BKN,M,4100.00,7500.00,11000.00,M,-RA BR,M,M,M,M,M,M,73.29,KNYC 020421Z AUTO 00000KT 1SM -RA BR SCT041 SCT075 BKN110 22/21 A2976 RMK AO2 RAB0356 P0023 T02220211 $,M
NYC,2018-06-02 04:51,71.00,70.00,96.32,0.00,0.00,0.24,29.75,1006.40,2.00,M,FEW,SCT,M,M,9000.00,11000.00,M,M,BR,M,M,M,M,M,M,72.44,KNYC 020451Z AUTO 00000KT 2SM BR FEW090 SCT110 22/21 A2975 RMK AO2 VIS 1 1/2V4 RAB0356E49 SLP064 P0024 T02170211 402720183 $,M
NYC,2018-06-02 05:05,71.00,70.00,96.32,M,3.00,0.00,29.75,M,1.75,M,FEW,M,M,M,9000.00,M,M,M,BR,M,M,M,M,M,M,72.44,KNYC 020505Z AUTO VRB03KT 1 3/4SM BR FEW090 22/21 A2975 RMK AO2 T02170211 $,M
NYC,2018-06-02 05:09,71.00,70.00,96.32,300.00,3.00,0.00,29.75,M,3.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,72.44,KNYC 020509Z AUTO 30003KT 3SM BR CLR 22/21 A2975 RMK AO2 T02170211 $,M
NYC,2018-06-02 05:51,71.00,69.00,93.40,290.00,3.00,0.00,29.75,1006.60,5.00,M,FEW,M,M,M,12000.00,M,M,M,BR,M,M,M,M,M,M,72.30,KNYC 020551Z AUTO 29003KT 5SM BR FEW120 22/21 A2975 RMK AO2 SLP066 60024 T02170206 10239 20217 55008 $,M
NYC,2018-06-02 06:51,71.00,69.00,93.40,M,4.00,0.00,29.75,1006.40,4.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,72.30,KNYC 020651Z AUTO VRB04KT 4SM BR CLR 22/21 A2975 RMK AO2 SLP064 T02170206 $,M
NYC,2018-06-02 07:51,70.00,68.00,93.37,300.00,5.00,0.00,29.74,1006.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,KNYC 020751Z AUTO 30005KT 10SM CLR 21/20 A2974 RMK AO2 SLP060 T02110200 $,M
NYC,2018-06-02 08:51,70.00,68.00,93.37,300.00,3.00,0.00,29.74,1006.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,KNYC 020851Z AUTO 30003KT 10SM CLR 21/20 A2974 RMK AO2 SLP060 T02110200 56006 $,M
NYC,2018-06-02 09:51,69.00,67.00,92.71,300.00,3.00,0.00,29.74,1006.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.10,KNYC 020951Z AUTO 30003KT 10SM CLR 21/19 A2974 RMK AO2 SLP060 T02060194 $,M
NYC,2018-06-02 10:51,70.00,68.00,93.37,0.00,0.00,0.00,29.75,1006.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,70.00,KNYC 021051Z AUTO 00000KT 10SM CLR 21/20 A2975 RMK AO2 SLP065 T02110200 $,M
NYC,2018-06-02 11:51,73.00,69.00,87.59,0.00,0.00,0.00,29.76,1006.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.12,KNYC 021151Z AUTO 00000KT 10SM CLR 23/21 A2976 RMK AO2 SLP067 70026 T02280206 10228 20206 53008 $,M
NYC,2018-06-02 12:51,76.00,68.00,76.53,0.00,0.00,0.00,29.76,1006.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.90,KNYC 021251Z AUTO 00000KT 10SM CLR 24/20 A2976 RMK AO2 SLP068 T02440200 $,M
NYC,2018-06-02 13:51,79.00,69.00,71.72,0.00,0.00,0.00,29.78,1007.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.55,KNYC 021351Z AUTO 00000KT 10SM CLR 26/21 A2978 RMK AO2 SLP073 T02610206 $,M
NYC,2018-06-02 14:51,81.00,68.00,64.69,M,4.00,0.00,29.77,1007.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.76,KNYC 021451Z AUTO VRB04KT 10SM CLR 27/20 A2977 RMK AO2 SLP071 T02720200 50004 $,M
NYC,2018-06-02 15:51,84.00,69.00,60.95,0.00,0.00,0.00,29.77,1007.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.78,KNYC 021551Z AUTO 00000KT 10SM CLR 29/21 A2977 RMK AO2 SLP072 T02890206 $,M
NYC,2018-06-02 16:51,84.00,69.00,60.95,M,5.00,0.00,29.78,1007.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.78,KNYC 021651Z AUTO VRB05KT 10SM CLR 29/21 A2978 RMK AO2 SLP073 T02890206 $,M
NYC,2018-06-02 17:51,82.00,68.00,62.62,360.00,5.00,0.00,29.76,1006.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.92,KNYC 021751Z AUTO 36005KT 10SM CLR 28/20 A2976 RMK AO2 SLP068 T02780200 10300 20228 58003 $,M
NYC,2018-06-02 18:51,87.00,68.00,53.15,M,6.00,0.00,29.76,1006.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.64,KNYC 021851Z AUTO VRB06KT 10SM CLR 31/20 A2976 RMK AO2 SLP066 T03060200 $,M
NYC,2018-06-02 19:51,85.00,68.00,57.02,M,M,0.00,29.76,1006.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.18,KNYC 021951Z AUTO 10SM CLR 29/20 A2976 RMK AO2 SLP068 T02940200 $,M
NYC,2018-06-02 20:51,84.00,68.00,58.69,M,5.00,0.00,29.78,1007.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.18,KNYC 022051Z AUTO VRB05KT 10SM CLR 29/20 A2978 RMK AO2 SLP074 T02890200 53006 $,M
NYC,2018-06-02 21:51,84.00,68.00,58.69,10.00,3.00,0.00,29.78,1007.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.18,KNYC 022151Z AUTO 01003KT 10SM CLR 29/20 A2978 RMK AO2 SLP073 T02890200 $,M
NYC,2018-06-02 22:51,81.00,64.00,56.30,M,M,0.00,29.80,1008.20,10.00,M,SCT,SCT,M,M,4000.00,5000.00,M,M,M,M,M,M,M,M,M,82.54,KNYC 022251Z AUTO 10SM SCT040 SCT050 27/18 A2980 RMK AO2 SLP082 T02720178 $,M
NYC,2018-06-02 23:51,79.00,64.00,60.11,M,5.00,0.00,29.82,1008.80,10.00,M,FEW,BKN,BKN,M,4400.00,6000.00,9000.00,M,M,M,M,M,M,M,M,80.69,KNYC 022351Z AUTO VRB05KT 10SM FEW044 BKN060 BKN090 26/18 A2982 RMK AO2 SLP088 T02610178 10306 20261 53014 $,M
NYC,2018-06-03 00:51,78.00,67.00,68.49,M,3.00,0.00,29.85,1009.80,10.00,M,BKN,OVC,M,M,3300.00,4200.00,M,M,M,M,M,M,M,M,M,78.10,KNYC 030051Z AUTO VRB03KT 10SM BKN033 OVC042 26/19 A2985 RMK AO2 SLP098 T02560194 $,M
NYC,2018-06-03 01:32,77.00,68.00,73.78,M,3.00,0.00,29.86,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,77.00,KNYC 030132Z AUTO VRB03KT 10SM OVC028 25/20 A2986 RMK AO2 T02500200 $,M
NYC,2018-06-03 01:51,77.00,67.00,71.03,M,3.00,0.00,29.87,1010.50,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,77.00,KNYC 030151Z AUTO VRB03KT 10SM OVC027 25/19 A2987 RMK AO2 SLP105 T02500194 $,M
NYC,2018-06-03 02:14,73.00,69.00,87.59,60.00,4.00,0.02,29.88,M,10.00,M,FEW,SCT,OVC,M,1700.00,2300.00,3200.00,M,M,M,M,M,M,M,M,74.12,KNYC 030214Z AUTO 06004KT 10SM FEW017 SCT023 OVC032 23/21 A2988 RMK AO2 RAB0157E14 P0002 T02280206 $,M
NYC,2018-06-03 02:25,73.00,69.00,87.59,120.00,4.00,0.02,29.89,M,10.00,M,BKN,OVC,M,M,1700.00,3200.00,M,M,M,M,M,M,M,M,M,74.12,KNYC 030225Z AUTO 12004KT 10SM BKN017 OVC032 23/21 A2989 RMK AO2 RAB0157E14 P0002 T02280206 $,M
NYC,2018-06-03 02:41,71.00,69.00,93.40,M,5.00,0.06,29.89,M,2.50,M,SCT,BKN,OVC,M,1700.00,2400.00,3500.00,M,-RA BR,M,M,M,M,M,M,72.30,KNYC 030241Z AUTO VRB05KT 2 1/2SM -RA BR SCT017 BKN024 OVC035 22/21 A2989 RMK AO2 RAB0157E14B33 P0006 T02170206 $,M
NYC,2018-06-03 02:48,71.60,69.80,94.06,M,6.00,0.06,29.89,M,9.00,M,FEW,BKN,OVC,M,1700.00,2900.00,3500.00,M,-RA,M,M,M,M,M,M,72.88,KNYC 030248Z AUTO VRB06KT 9SM -RA FEW017 BKN029 OVC035 22/21 A2989 RMK AO2 RAB0157E14B33 P0006 $,M
NYC,2018-06-03 02:51,71.00,69.00,93.40,M,5.00,0.06,29.90,1011.40,9.00,M,FEW,BKN,OVC,M,1700.00,3100.00,3600.00,M,M,M,M,M,M,M,M,72.30,KNYC 030251Z AUTO VRB05KT 9SM FEW017 BKN031 OVC036 22/21 A2990 RMK AO2 RAB0157E14B33E49 SLP114 P0006 60006 T02170206 51016 $,M
NYC,2018-06-03 02:58,71.00,68.00,89.94,M,3.00,0.00,29.90,M,8.00,M,SCT,BKN,OVC,M,1500.00,2900.00,3400.00,M,M,M,M,M,M,M,M,72.14,KNYC 030258Z AUTO VRB03KT 8SM SCT015 BKN029 OVC034 22/20 A2990 RMK AO2 T02170200 $,M
NYC,2018-06-03 03:19,70.00,67.00,89.90,M,4.00,0.00,29.91,M,10.00,M,SCT,OVC,M,M,1700.00,3400.00,M,M,M,M,M,M,M,M,M,70.00,KNYC 030319Z AUTO VRB04KT 10SM SCT017 OVC034 21/19 A2991 RMK AO2 T02110194 $,M
NYC,2018-06-03 03:51,70.00,65.00,83.86,M,4.00,T,29.92,1012.00,10.00,M,FEW,OVC,M,M,2200.00,3600.00,M,M,-RA,M,M,M,M,M,M,70.00,KNYC 030351Z AUTO VRB04KT 10SM -RA FEW022 OVC036 21/18 A2992 RMK AO2 RAB48 SLP120 P0000 T02110183 $,M
NYC,2018-06-03 04:19,70.00,64.00,81.27,M,4.00,T,29.92,M,10.00,M,BKN,OVC,M,M,2400.00,3600.00,M,M,M,M,M,M,M,M,M,70.00,KNYC 030419Z AUTO VRB04KT 10SM BKN024 OVC036 21/18 A2992 RMK AO2 RAE0356 P0000 T02110178 $,M
NYC,2018-06-03 04:51,67.00,64.00,90.40,150.00,6.00,0.01,29.94,1012.70,5.00,M,BKN,OVC,M,M,1500.00,2200.00,M,M,-RA BR,M,M,M,M,M,M,66.90,KNYC 030451Z AUTO 15006KT 5SM -RA BR BKN015 OVC022 19/18 A2994 RMK AO2 RAE0356B30 SLP127 P0001 T01940178 403060194 $,M
