CRASH DATETIME,CRASH DAY,CRASH WEEK NUMBER,CRASH WEEKDAY,BOROUGH,VEHICLE,VEHICLE EMOJI,WEATHER,WEATHER EMOJI,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,ORIGINAL FACTOR,FACTOR,HOUR,VALID,MONTH,DAY,CRASH HOUR,LOCATION AT HOUR
2018-08-24 18:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Passenger Distraction,Driver Inattention,18,1,August,24,18:00H,"Manhattan, 18:00H"
2018-08-24 00:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,0,1,August,24,00:00H,"Manhattan, 00:00H"
2018-08-24 00:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Traffic Control Disregarded,Driving Infraction,0,1,August,24,00:00H,"Manhattan, 00:00H"
2018-08-24 00:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,0,1,August,24,00:00H,"Brooklyn, 00:00H"
2018-08-24 00:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,0,1,August,24,00:00H,"Brooklyn, 00:00H"
2018-08-24 09:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Unspecified,Unspecified,9,1,August,24,09:00H,"Manhattan, 09:00H"
2018-08-24 09:00:00,2018-08-24,34,Fri,Queens,Taxi,🚕,Rainy,🌧,2.0,0.0,Unsafe Lane Changing,Driving Infraction,9,1,August,24,09:00H,"Queens, 09:00H"
2018-08-24 06:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,3.0,0.0,Driver Inattention/Distraction,Driver Inattention,6,1,August,24,06:00H,"Manhattan, 06:00H"
2018-08-24 12:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Other Vehicular,Unspecified,12,1,August,24,12:00H,"Brooklyn, 12:00H"
2018-08-24 12:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,12,1,August,24,12:00H,"Brooklyn, 12:00H"
2018-08-24 12:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,12,1,August,24,12:00H,"Manhattan, 12:00H"
2018-08-24 12:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,12,1,August,24,12:00H,"Manhattan, 12:00H"
2018-08-24 11:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,1.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,11,1,August,24,11:00H,"Brooklyn, 11:00H"
2018-08-24 23:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,23,1,August,24,23:00H,"Manhattan, 23:00H"
2018-08-24 23:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,23,1,August,24,23:00H,"Manhattan, 23:00H"
2018-08-24 07:00:00,2018-08-24,34,Fri,,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing Too Closely,Driving Infraction,7,1,August,24,07:00H,
2018-08-24 02:00:00,2018-08-24,34,Fri,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,2,1,August,24,02:00H,"Manhattan, 02:00H"
2018-08-24 02:00:00,2018-08-24,34,Fri,Bronx,Taxi,🚕,Rainy,🌧,1.0,0.0,Unsafe Lane Changing,Driving Infraction,2,1,August,24,02:00H,"Bronx, 02:00H"
2018-08-24 03:00:00,2018-08-24,34,Fri,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,3,1,August,24,03:00H,"Brooklyn, 03:00H"
2018-08-14 09:00:00,2018-08-14,33,Tue,Bronx,Taxi,🚕,Rainy,🌧,0.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,9,1,August,14,09:00H,"Bronx, 09:00H"
2018-08-14 09:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,9,1,August,14,09:00H,"Manhattan, 09:00H"
2018-08-14 12:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Traffic Control Disregarded,Driving Infraction,12,1,August,14,12:00H,"Manhattan, 12:00H"
2018-08-14 13:00:00,2018-08-14,33,Tue,Bronx,Taxi,🚕,Rainy,🌧,1.0,0.0,Unspecified,Unspecified,13,1,August,14,13:00H,"Bronx, 13:00H"
2018-08-14 13:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,13,1,August,14,13:00H,"Manhattan, 13:00H"
2018-08-14 15:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,15,1,August,14,15:00H,"Manhattan, 15:00H"
2018-08-14 15:00:00,2018-08-14,33,Tue,Bronx,Taxi,🚕,Rainy,🌧,1.0,0.0,Unsafe Lane Changing,Driving Infraction,15,1,August,14,15:00H,"Bronx, 15:00H"
2018-08-14 14:00:00,2018-08-14,33,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,14,1,August,14,14:00H,"Queens, 14:00H"
2018-08-14 14:00:00,2018-08-14,33,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,14,1,August,14,14:00H,"Queens, 14:00H"
2018-08-14 10:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,10,1,August,14,10:00H,"Manhattan, 10:00H"
2018-08-14 17:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,17,1,August,14,17:00H,"Manhattan, 17:00H"
2018-08-14 17:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian Error,17,1,August,14,17:00H,"Manhattan, 17:00H"
2018-08-14 23:00:00,2018-08-14,33,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Brakes Defective,Vehicle Defect,23,1,August,14,23:00H,"Queens, 23:00H"
2018-08-14 23:00:00,2018-08-14,33,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,23,1,August,14,23:00H,"Brooklyn, 23:00H"
2018-08-14 16:00:00,2018-08-14,33,Tue,Manhattan,Ambulance,🚑,Rainy,🌧,0.0,0.0,View Obstructed/Limited,Environmental Factors,16,1,August,14,16:00H,"Manhattan, 16:00H"
2018-08-14 16:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,16,1,August,14,16:00H,"Manhattan, 16:00H"
2018-08-14 16:00:00,2018-08-14,33,Tue,,Taxi,🚕,Rainy,🌧,0.0,0.0,Other Vehicular,Unspecified,16,1,August,14,16:00H,
2018-08-14 16:00:00,2018-08-14,33,Tue,,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,16,1,August,14,16:00H,
2018-08-14 11:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Turning Improperly,Driving Infraction,11,1,August,14,11:00H,"Manhattan, 11:00H"
2018-08-14 20:00:00,2018-08-14,33,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Unsafe Lane Changing,Driving Infraction,20,1,August,14,20:00H,"Brooklyn, 20:00H"
2018-08-14 20:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing or Lane Usage Improper,Driving Infraction,20,1,August,14,20:00H,"Manhattan, 20:00H"
2018-08-14 22:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,22,1,August,14,22:00H,"Manhattan, 22:00H"
2018-08-14 04:00:00,2018-08-14,33,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing or Lane Usage Improper,Driving Infraction,4,1,August,14,04:00H,"Manhattan, 04:00H"
2018-08-05 16:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,16,1,August,05,16:00H,"Manhattan, 16:00H"
2018-08-05 16:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,16,1,August,05,16:00H,"Manhattan, 16:00H"
2018-08-05 16:00:00,2018-08-05,31,Sun,Bronx,Taxi,🚕,Clear,☀️,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,16,1,August,05,16:00H,"Bronx, 16:00H"
2018-08-05 16:00:00,2018-08-05,31,Sun,Bronx,Taxi,🚕,Clear,☀️,0.0,0.0,Following Too Closely,Driving Infraction,16,1,August,05,16:00H,"Bronx, 16:00H"
2018-08-05 16:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Passing Too Closely,Driving Infraction,16,1,August,05,16:00H,"Manhattan, 16:00H"
2018-08-05 11:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Unspecified,Unspecified,11,1,August,05,11:00H,"Manhattan, 11:00H"
2018-08-05 11:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Unspecified,Unspecified,11,1,August,05,11:00H,"Manhattan, 11:00H"
2018-08-05 11:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,11,1,August,05,11:00H,"Brooklyn, 11:00H"
2018-08-05 00:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Following Too Closely,Driving Infraction,0,1,August,05,00:00H,"Manhattan, 00:00H"
2018-08-05 00:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Following Too Closely,Driving Infraction,0,1,August,05,00:00H,"Manhattan, 00:00H"
2018-08-05 00:00:00,2018-08-05,31,Sun,Queens,Taxi,🚕,Clear,☀️,1.0,0.0,Following Too Closely,Driving Infraction,0,1,August,05,00:00H,"Queens, 00:00H"
2018-08-05 02:00:00,2018-08-05,31,Sun,Bronx,Ambulance,🚑,Clear,☀️,0.0,0.0,View Obstructed/Limited,Environmental Factors,2,1,August,05,02:00H,"Bronx, 02:00H"
2018-08-05 03:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,3,1,August,05,03:00H,"Brooklyn, 03:00H"
2018-08-05 14:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Backing Unsafely,Driving Infraction,14,1,August,05,14:00H,"Brooklyn, 14:00H"
2018-08-05 14:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Reaction to Uninvolved Vehicle,Unspecified,14,1,August,05,14:00H,"Manhattan, 14:00H"
2018-08-05 14:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,1.0,0.0,Backing Unsafely,Driving Infraction,14,1,August,05,14:00H,"Manhattan, 14:00H"
2018-08-05 10:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,10,1,August,05,10:00H,"Brooklyn, 10:00H"
2018-08-05 08:00:00,2018-08-05,31,Sun,Queens,Taxi,🚕,Clear,☀️,0.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,8,1,August,05,08:00H,"Queens, 08:00H"
2018-08-05 08:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Unspecified,Unspecified,8,1,August,05,08:00H,"Brooklyn, 08:00H"
2018-08-05 13:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Following Too Closely,Driving Infraction,13,1,August,05,13:00H,"Manhattan, 13:00H"
2018-08-05 23:00:00,2018-08-05,31,Sun,Brooklyn,Ambulance,🚑,Clear,☀️,0.0,0.0,Passing Too Closely,Driving Infraction,23,1,August,05,23:00H,"Brooklyn, 23:00H"
2018-08-05 23:00:00,2018-08-05,31,Sun,Queens,Taxi,🚕,Clear,☀️,0.0,0.0,Backing Unsafely,Driving Infraction,23,1,August,05,23:00H,"Queens, 23:00H"
2018-08-05 23:00:00,2018-08-05,31,Sun,Queens,Taxi,🚕,Clear,☀️,1.0,0.0,Pavement Defective,Environmental Factors,23,1,August,05,23:00H,"Queens, 23:00H"
2018-08-05 04:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Unspecified,Unspecified,4,1,August,05,04:00H,"Brooklyn, 04:00H"
2018-08-05 18:00:00,2018-08-05,31,Sun,,Taxi,🚕,Clear,☀️,0.0,0.0,Passing Too Closely,Driving Infraction,18,1,August,05,18:00H,
2018-08-05 05:00:00,2018-08-05,31,Sun,Brooklyn,Taxi,🚕,Clear,☀️,0.0,0.0,Alcohol Involvement,Substance Abuse,5,1,August,05,05:00H,"Brooklyn, 05:00H"
2018-08-05 09:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Unsafe Lane Changing,Driving Infraction,9,1,August,05,09:00H,"Manhattan, 09:00H"
2018-08-05 09:00:00,2018-08-05,31,Sun,Queens,Taxi,🚕,Clear,☀️,0.0,0.0,Following Too Closely,Driving Infraction,9,1,August,05,09:00H,"Queens, 09:00H"
2018-08-05 01:00:00,2018-08-05,31,Sun,Manhattan,Taxi,🚕,Clear,☀️,0.0,0.0,Other Vehicular,Unspecified,1,1,August,05,01:00H,"Manhattan, 01:00H"
2018-08-28 09:00:00,2018-08-28,35,Tue,Bronx,Taxi,🚕,Rainy,🌧,2.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,9,1,August,28,09:00H,"Bronx, 09:00H"
2018-08-28 09:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,9,1,August,28,09:00H,"Queens, 09:00H"
2018-08-28 09:00:00,2018-08-28,35,Tue,Bronx,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing Too Closely,Driving Infraction,9,1,August,28,09:00H,"Bronx, 09:00H"
2018-08-28 16:00:00,2018-08-28,35,Tue,Bronx,Taxi,🚕,Rainy,🌧,1.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,16,1,August,28,16:00H,"Bronx, 16:00H"
2018-08-28 16:00:00,2018-08-28,35,Tue,Brooklyn,Ambulance,🚑,Rainy,🌧,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,16,1,August,28,16:00H,"Brooklyn, 16:00H"
2018-08-28 17:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Passenger Distraction,Driver Inattention,17,1,August,28,17:00H,"Manhattan, 17:00H"
2018-08-28 17:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian Error,17,1,August,28,17:00H,"Manhattan, 17:00H"
2018-08-28 17:00:00,2018-08-28,35,Tue,,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing Too Closely,Driving Infraction,17,1,August,28,17:00H,
2018-08-28 17:00:00,2018-08-28,35,Tue,Bronx,Ambulance,🚑,Rainy,🌧,3.0,0.0,Aggressive Driving/Road Rage,Driving Behavior,17,1,August,28,17:00H,"Bronx, 17:00H"
2018-08-28 14:00:00,2018-08-28,35,Tue,Bronx,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,14,1,August,28,14:00H,"Bronx, 14:00H"
2018-08-28 14:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,14,1,August,28,14:00H,"Queens, 14:00H"
2018-08-28 14:00:00,2018-08-28,35,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,2.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,14,1,August,28,14:00H,"Brooklyn, 14:00H"
2018-08-28 14:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Unspecified,Unspecified,14,1,August,28,14:00H,"Manhattan, 14:00H"
2018-08-28 14:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,14,1,August,28,14:00H,"Queens, 14:00H"
2018-08-28 10:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Other Vehicular,Unspecified,10,1,August,28,10:00H,"Manhattan, 10:00H"
2018-08-28 23:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,1.0,0.0,Driver Inattention/Distraction,Driver Inattention,23,1,August,28,23:00H,"Manhattan, 23:00H"
2018-08-28 23:00:00,2018-08-28,35,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,23,1,August,28,23:00H,"Brooklyn, 23:00H"
2018-08-28 23:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,23,1,August,28,23:00H,"Manhattan, 23:00H"
2018-08-28 15:00:00,2018-08-28,35,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,15,1,August,28,15:00H,"Brooklyn, 15:00H"
2018-08-28 00:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inexperience,Driving Inexperience,0,1,August,28,00:00H,"Manhattan, 00:00H"
2018-08-28 12:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,12,1,August,28,12:00H,"Manhattan, 12:00H"
2018-08-28 12:00:00,2018-08-28,35,Tue,Queens,Ambulance,🚑,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,12,1,August,28,12:00H,"Queens, 12:00H"
2018-08-28 11:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Passenger Distraction,Driver Inattention,11,1,August,28,11:00H,"Queens, 11:00H"
2018-08-28 11:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,11,1,August,28,11:00H,"Manhattan, 11:00H"
2018-08-28 11:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Turning Improperly,Driving Infraction,11,1,August,28,11:00H,"Manhattan, 11:00H"
2018-08-28 11:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Other Vehicular,Unspecified,11,1,August,28,11:00H,"Manhattan, 11:00H"
2018-08-28 22:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,3.0,0.0,Backing Unsafely,Driving Infraction,22,1,August,28,22:00H,"Manhattan, 22:00H"
2018-08-28 22:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unsafe Lane Changing,Driving Infraction,22,1,August,28,22:00H,"Manhattan, 22:00H"
2018-08-28 22:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,22,1,August,28,22:00H,"Manhattan, 22:00H"
2018-08-28 21:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,21,1,August,28,21:00H,"Queens, 21:00H"
2018-08-28 21:00:00,2018-08-28,35,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,Following Too Closely,Driving Infraction,21,1,August,28,21:00H,"Brooklyn, 21:00H"
2018-08-28 21:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Reaction to Uninvolved Vehicle,Unspecified,21,1,August,28,21:00H,"Manhattan, 21:00H"
2018-08-28 21:00:00,2018-08-28,35,Tue,Bronx,Ambulance,🚑,Rainy,🌧,0.0,0.0,Backing Unsafely,Driving Infraction,21,1,August,28,21:00H,"Bronx, 21:00H"
2018-08-28 21:00:00,2018-08-28,35,Tue,Bronx,Taxi,🚕,Rainy,🌧,0.0,0.0,Passing Too Closely,Driving Infraction,21,1,August,28,21:00H,"Bronx, 21:00H"
2018-08-28 19:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unsafe Lane Changing,Driving Infraction,19,1,August,28,19:00H,"Manhattan, 19:00H"
2018-08-28 03:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,3,1,August,28,03:00H,"Manhattan, 03:00H"
2018-08-28 04:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,4,1,August,28,04:00H,"Manhattan, 04:00H"
2018-08-28 07:00:00,2018-08-28,35,Tue,Brooklyn,Taxi,🚕,Rainy,🌧,0.0,0.0,View Obstructed/Limited,Environmental Factors,7,1,August,28,07:00H,"Brooklyn, 07:00H"
2018-08-28 07:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,7,1,August,28,07:00H,"Manhattan, 07:00H"
2018-08-28 08:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,8,1,August,28,08:00H,"Manhattan, 08:00H"
2018-08-28 08:00:00,2018-08-28,35,Tue,Manhattan,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,8,1,August,28,08:00H,"Manhattan, 08:00H"
2018-08-28 08:00:00,2018-08-28,35,Tue,Queens,Taxi,🚕,Rainy,🌧,0.0,0.0,Unspecified,Unspecified,8,1,August,28,08:00H,"Queens, 08:00H"
2018-08-10 21:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Passenger Distraction,Driver Inattention,21,1,August,10,21:00H,"Manhattan, 21:00H"
2018-08-10 21:00:00,2018-08-10,32,Fri,Brooklyn,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,21,1,August,10,21:00H,"Brooklyn, 21:00H"
2018-08-10 21:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,21,1,August,10,21:00H,"Manhattan, 21:00H"
2018-08-10 21:00:00,2018-08-10,32,Fri,Brooklyn,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,21,1,August,10,21:00H,"Brooklyn, 21:00H"
2018-08-10 06:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Turning Improperly,Driving Infraction,6,1,August,10,06:00H,"Manhattan, 06:00H"
2018-08-10 16:00:00,2018-08-10,32,Fri,Bronx,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Backing Unsafely,Driving Infraction,16,1,August,10,16:00H,"Bronx, 16:00H"
2018-08-10 16:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Passing or Lane Usage Improper,Driving Infraction,16,1,August,10,16:00H,"Manhattan, 16:00H"
2018-08-10 11:00:00,2018-08-10,32,Fri,,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Following Too Closely,Driving Infraction,11,1,August,10,11:00H,
2018-08-10 11:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Passenger Distraction,Driver Inattention,11,1,August,10,11:00H,"Manhattan, 11:00H"
2018-08-10 10:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,10,1,August,10,10:00H,"Manhattan, 10:00H"
2018-08-10 12:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,12,1,August,10,12:00H,"Manhattan, 12:00H"
2018-08-10 15:00:00,2018-08-10,32,Fri,Bronx,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,15,1,August,10,15:00H,"Bronx, 15:00H"
2018-08-10 15:00:00,2018-08-10,32,Fri,Bronx,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Failure to Yield Right-of-Way,Driving Infraction,15,1,August,10,15:00H,"Bronx, 15:00H"
2018-08-10 15:00:00,2018-08-10,32,Fri,Bronx,Ambulance,🚑,Partly cloudy,⛅️,1.0,0.0,Unspecified,Unspecified,15,1,August,10,15:00H,"Bronx, 15:00H"
2018-08-10 14:00:00,2018-08-10,32,Fri,Queens,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Unspecified,Unspecified,14,1,August,10,14:00H,"Queens, 14:00H"
2018-08-10 13:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Unspecified,Unspecified,13,1,August,10,13:00H,"Manhattan, 13:00H"
2018-08-10 20:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Turning Improperly,Driving Infraction,20,1,August,10,20:00H,"Manhattan, 20:00H"
2018-08-10 07:00:00,2018-08-10,32,Fri,Brooklyn,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,7,1,August,10,07:00H,"Brooklyn, 07:00H"
2018-08-10 19:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Passing or Lane Usage Improper,Driving Infraction,19,1,August,10,19:00H,"Manhattan, 19:00H"
2018-08-10 19:00:00,2018-08-10,32,Fri,Bronx,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Unspecified,Unspecified,19,1,August,10,19:00H,"Bronx, 19:00H"
2018-08-10 19:00:00,2018-08-10,32,Fri,Manhattan,Taxi,🚕,Partly cloudy,⛅️,0.0,0.0,Driver Inattention/Distraction,Driver Inattention,19,1,August,10,19:00H,"Manhattan, 19:00H"
